,Age.ct,Bonus,Density,GroupOne,Insurancescore,Gender_Male,constant
8357,18,6,58.89468755,6,0.176198764143014,True,1.0
8358,19,6,36.54260314,10,0.173962642280575,False,1.0
8360,42,2,253.6198858,13,0.194097601360493,True,1.0
8361,47,4,72.01288299,5,0.068229887861018,True,1.0
8362,21,8,225.1417422,14,0.32094002760608,True,1.0
8372,32,20,25.26137811,5,0.0878496231574823,True,1.0
8381,47,18,24.13748405,6,0.0879545382723515,True,1.0
8388,32,4,78.33993486,11,0.109990976974883,False,1.0
8398,23,7,27.68609024,13,0.12943063186635,True,1.0
8428,26,13,66.11361207,8,0.144436816690162,True,1.0
8436,53,6,68.97630254,15,0.0229231645303142,False,1.0
8443,39,21,120.7793723,10,0.0775133066866169,True,1.0
8451,43,12,207.1446249,7,0.0848448584691059,True,1.0
8473,25,2,236.3993842,12,0.320986457203414,True,1.0
8479,23,6,138.5066713,20,0.210656248834516,False,1.0
8493,29,21,171.3729361,7,0.150136781809902,True,1.0
8494,21,9,65.2951547,9,0.256464876055,True,1.0
8503,42,10,160.3435748,19,0.136625516513966,False,1.0
8505,25,10,27.83505842,15,0.109861624403273,True,1.0
8507,33,6,114.881582,12,0.112967945446466,True,1.0
8510,26,6,138.5066713,5,0.248364468904857,True,1.0
8525,32,5,73.18307109,7,0.195283369865914,True,1.0
8531,42,13,284.9991194,14,0.104430315460647,True,1.0
8540,41,1,28.49395606,8,0.0684854583817491,True,1.0
8542,33,4,290.1327193,17,0.167604363869596,False,1.0
8544,40,3,148.9956325,16,0.145715846969373,True,1.0
8547,26,11,51.55500772,14,0.176134916329655,True,1.0
8552,29,20,77.73738533,19,0.238308524618763,True,1.0
8554,59,1,30.79695284,7,0.0458258048904471,True,1.0
8568,46,1,99.6400095,15,0.119912572133929,True,1.0
8571,28,16,103.2132915,11,0.116173227980781,True,1.0
8583,57,13,68.95196256,15,0.0708364244998141,True,1.0
8609,30,17,32.72004014,12,0.0950630212662346,False,1.0
8617,18,6,75.62345843,18,0.201696322236654,True,1.0
8622,29,1,181.4165594,10,0.170834824208988,True,1.0
8628,20,5,137.8873343,14,0.268667090513109,True,1.0
8633,29,7,121.5870219,17,0.132187329244599,True,1.0
8636,19,10,136.1308048,8,0.289570378994323,True,1.0
8652,37,6,206.2302755,11,0.0963978202505113,False,1.0
8671,23,3,138.5066713,10,0.252468212070068,True,1.0
8686,45,12,221.7063984,1,0.11408795461926,False,1.0
8704,47,17,169.5291484,5,0.0400792760406052,True,1.0
8708,26,6,100.9312267,14,0.151438702052628,True,1.0
8711,19,6,73.26206886,19,0.176198764143014,True,1.0
8715,61,3,71.18027901,8,0.0967651621369287,True,1.0
8722,18,6,54.19066433,10,0.206832148966589,False,1.0
8745,33,15,37.31536383,13,0.0669623759467998,False,1.0
8764,35,7,128.5434648,6,0.164221167961551,False,1.0
8771,26,5,133.2886429,7,0.283923840165769,False,1.0
8781,56,7,272.9669948,20,0.136880456469305,True,1.0
8784,37,19,132.7922667,15,0.130614262778037,True,1.0
8794,19,10,128.5434648,12,0.371855800516478,True,1.0
8798,36,11,31.49451567,11,0.0759959235538879,False,1.0
8807,71,1,297.3851697,7,0.126022723171204,False,1.0
8813,25,17,249.8117276,12,0.335917272186621,True,1.0
8823,23,7,190.0515645,12,0.274251394641023,True,1.0
8828,26,6,37.63520484,17,0.183324619289889,True,1.0
8831,48,11,71.66099406,18,0.0918459112237512,True,1.0
8832,51,1,25.22514012,20,0.0709831659491107,False,1.0
8838,27,6,222.735365,9,0.220247246166853,False,1.0
8861,39,1,249.7835716,14,0.134449252881027,True,1.0
8871,61,2,129.4194752,17,0.0437890658505898,True,1.0
8883,68,1,174.6445246,16,0.0464647057442901,True,1.0
8886,38,4,20.3350899,10,0.0506723152086873,True,1.0
8887,31,16,297.3851697,5,0.169735650132965,True,1.0
8889,27,19,109.6318854,11,0.230972986069918,True,1.0
8915,51,14,185.1345389,6,0.0967931561281379,True,1.0
8916,62,1,36.9071711,18,0.058556846299248,True,1.0
8921,20,5,156.1042255,4,0.409171422607678,False,1.0
8934,69,1,184.4785165,12,0.119536702235958,True,1.0
8936,20,6,218.9832303,5,0.366078288855447,False,1.0
8940,24,6,94.65751646,11,0.22256493159279,True,1.0
8946,24,1,162.9324677,3,0.331891884747299,True,1.0
8947,42,12,114.881582,17,0.0894593213571574,True,1.0
8948,30,2,259.0040603,10,0.211558561719721,False,1.0
8949,33,13,272.9669948,10,0.172656302885988,True,1.0
8955,41,1,253.6198858,17,0.122781952942134,False,1.0
8958,25,17,59.63322296,16,0.140909587420943,True,1.0
8967,41,17,33.96774033,5,0.068498514416589,True,1.0
8975,47,3,223.3085718,9,0.21010220228877,True,1.0
8999,56,1,37.74768396,12,0.0605145745489747,True,1.0
9008,47,15,250.8413259,19,0.14618061317143,True,1.0
9035,21,6,239.4551701,12,0.283229729684075,False,1.0
9049,54,19,63.15287215,16,0.0708364244998141,True,1.0
9087,39,5,77.73738533,11,0.109410429866519,True,1.0
9104,43,14,38.33660541,12,0.0750354128822374,True,1.0
9125,23,13,68.37942919,16,0.166648821703338,False,1.0
9136,21,7,47.58194704,16,0.299692032244452,False,1.0
9155,21,6,47.98269849,16,0.303858088557753,True,1.0
9168,23,8,297.3851697,10,0.306928706848594,True,1.0
9169,29,4,285.6217445,18,0.266321320959268,True,1.0
9174,21,5,149.997808,10,0.290756322217912,True,1.0
9179,49,2,129.6779531,17,0.0663444972310448,True,1.0
9194,20,6,275.2822626,2,0.276700524120436,True,1.0
9204,59,19,68.95196256,14,0.0597661333530287,True,1.0
9218,52,11,291.3194903,15,0.12830743589665,False,1.0
9219,31,1,162.9324677,12,0.283052300031175,True,1.0
9232,46,10,148.3685156,13,0.119467188941887,True,1.0
9234,49,1,37.59594224,12,0.0709831659491107,True,1.0
9236,48,3,145.223003,10,0.135967126020668,True,1.0
9237,32,7,253.6198858,3,0.273371580913707,True,1.0
9240,24,15,71.78834285,11,0.184342347329345,True,1.0
9241,68,2,33.73278519,8,0.0657123902688078,True,1.0
9245,23,10,222.735365,5,0.248364468904857,True,1.0
9247,19,6,212.4247054,16,0.276021805811257,True,1.0
9258,49,13,32.26996388,18,0.0431105860331861,False,1.0
9294,26,7,37.31536383,12,0.157926118817858,False,1.0
9304,36,17,171.3729361,12,0.106236040717196,True,1.0
9319,22,4,276.3355652,11,0.307022298024047,True,1.0
9343,39,19,141.0368682,8,0.140805376449861,False,1.0
9356,28,9,56.70111618,16,0.128873248741351,True,1.0
9367,27,21,141.4896565,16,0.252468212070068,False,1.0
9369,41,16,190.0515645,11,0.152863552583492,True,1.0
9372,31,15,216.4916013,13,0.215588609106435,True,1.0
9381,31,9,270.4632326,7,0.178713783899138,True,1.0
9383,39,6,107.8170529,12,0.112809162419113,True,1.0
9398,25,7,49.59668535,9,0.175117624203256,True,1.0
9402,22,2,28.61559614,9,0.175216337638483,True,1.0
9403,54,3,139.2830008,13,0.127340822481404,False,1.0
9404,29,10,184.4785165,10,0.264473795307629,True,1.0
9405,44,2,125.1320458,10,0.11005727796374,False,1.0
9412,23,10,61.94412023,14,0.230167694012158,False,1.0
9428,27,5,222.735365,8,0.206932527429621,True,1.0
9435,36,4,129.6690079,15,0.0930805476368607,True,1.0
9436,29,1,103.2132915,15,0.164599534973896,False,1.0
9498,54,2,275.0923407,4,0.128637997962361,False,1.0
9507,25,12,47.5930722,15,0.17777127301411,False,1.0
9517,28,3,24.81697854,8,0.138424222099512,True,1.0
9519,36,2,64.09908451,5,0.0808102537595561,False,1.0
9530,37,9,148.4945135,8,0.130614262778037,True,1.0
9549,20,10,156.6298557,10,0.414467053081469,False,1.0
9559,19,10,120.7793723,12,0.262038886313407,True,1.0
9561,22,5,63.50810856,5,0.216094803262332,True,1.0
9566,20,6,285.6217445,13,0.307022298024047,False,1.0
9572,39,17,29.94861261,3,0.0541294580002397,True,1.0
9573,46,14,168.6499611,6,0.0369554824156083,True,1.0
9575,23,12,296.4319078,9,0.305436056988264,False,1.0
9590,20,6,148.4945135,11,0.254395117283387,True,1.0
9591,31,15,114.1467007,18,0.170236889051835,True,1.0
9612,46,5,129.8552354,13,0.104865486842088,True,1.0
9613,29,4,222.735365,11,0.150136781809902,False,1.0
9625,24,3,248.5121203,6,0.32362779314256,True,1.0
9631,28,4,36.9071711,3,0.1462245257495,False,1.0
9635,23,5,291.3194903,11,0.269901525088492,True,1.0
9642,18,6,250.8413259,7,0.441383506190258,True,1.0
9645,43,2,38.33660541,12,0.078430377876984,True,1.0
9654,24,7,15.8925395,16,0.186342219850729,True,1.0
9657,25,7,64.12305444,9,0.165012856067191,True,1.0
9659,32,2,109.6318854,11,0.169579353960411,True,1.0
9673,22,12,24.01925056,13,0.186593613227496,True,1.0
9679,59,3,79.1594481,14,0.0869937417267627,True,1.0
9689,20,8,202.5335882,2,0.286732647641964,False,1.0
9691,20,9,48.57528403,8,0.231484205945613,True,1.0
9692,33,12,258.9237292,12,0.15526310168105,True,1.0
9697,25,3,59.40378524,12,0.190160050214046,True,1.0
9707,39,12,162.9324677,16,0.174993267643815,False,1.0
9719,48,1,212.4247054,11,0.0826313110355323,True,1.0
9721,25,21,260.3601885,14,0.269901525088492,False,1.0
9724,30,1,200.6565503,16,0.184026552390898,False,1.0
9725,42,6,88.29014956,16,0.0708305794073182,True,1.0
9742,60,2,168.6499611,12,0.0975448791986161,True,1.0
9755,30,8,291.3194903,20,0.230670243465382,True,1.0
9761,26,9,94.65751646,17,0.135432799262814,True,1.0
9775,21,10,205.4307964,20,0.243491305369799,True,1.0
9779,39,1,270.7883545,9,0.203877137680591,True,1.0
9783,33,1,73.25249905,12,0.0983346469821784,True,1.0
9784,31,6,38.77083633,18,0.169378533866926,True,1.0
9785,59,2,56.11415278,12,0.0688396082503475,True,1.0
9789,33,5,222.2151274,13,0.121326000250124,True,1.0
9791,41,21,275.2822626,3,0.178738607819927,True,1.0
9801,43,3,88.95152383,10,0.114847077637025,True,1.0
9826,29,2,256.6405915,18,0.178713783899138,False,1.0
9840,36,11,26.41407409,18,0.0631964135185979,True,1.0
9854,32,12,208.8164363,13,0.200629250329381,True,1.0
9855,32,1,77.73738533,10,0.209825673895877,True,1.0
9863,29,3,88.95152383,9,0.166365004823691,True,1.0
9866,18,6,153.4523215,14,0.294358253954981,True,1.0
9897,47,11,114.881582,16,0.0797410697743688,True,1.0
9898,33,13,31.49128874,13,0.093251110770059,True,1.0
9913,26,8,36.9071711,10,0.139241031929947,True,1.0
9916,24,11,147.9690558,11,0.190358582545188,False,1.0
9926,29,7,276.9950185,7,0.249097840912159,True,1.0
9930,18,6,114.1413271,12,0.330415014861376,True,1.0
9932,34,12,275.0923407,19,0.160014558986042,True,1.0
9936,28,6,48.3306937,13,0.132709293044432,False,1.0
9940,40,16,66.06668352,17,0.0980881223536408,True,1.0
9941,23,6,73.46170633,11,0.184342347329345,False,1.0
9944,31,15,276.9950185,3,0.15817152499059,True,1.0
9955,22,4,103.4727356,7,0.393123472110884,False,1.0
9957,37,13,189.9730181,2,0.167739947842771,True,1.0
9959,24,17,28.38649426,10,0.17777127301411,True,1.0
9978,35,13,88.89623143,7,0.103178120730051,False,1.0
9980,37,1,171.3729361,11,0.0989391580085323,True,1.0
9988,28,5,290.1327193,11,0.302936307385455,False,1.0
9989,25,13,25.28528423,4,0.159958823932881,False,1.0
9990,53,12,216.4916013,13,0.113499394210097,True,1.0
9991,24,3,225.0430894,12,0.226824986671177,True,1.0
9992,47,1,270.4632326,18,0.17755234941646,False,1.0
9998,19,6,270.7883545,8,0.298854151544164,True,1.0
10031,34,1,118.8510133,11,0.0821583094296718,True,1.0
10033,33,9,272.9669948,10,0.183691056479348,False,1.0
10034,69,7,171.3729361,20,0.0532894822150047,True,1.0
10040,37,1,90.21472555,4,0.0885926727991956,True,1.0
10041,28,5,76.98652096,7,0.147469278881082,False,1.0
10048,34,1,276.9950185,13,0.151495223048938,False,1.0
10052,39,8,223.3475567,14,0.134449252881027,True,1.0
10058,23,11,28.96459267,16,0.144098096190228,False,1.0
10063,31,8,232.9029787,10,0.22521046608257,True,1.0
10066,40,5,249.7835716,7,0.155959949460017,False,1.0
10071,29,4,66.69447337,16,0.113663213940586,True,1.0
10084,25,7,240.0004036,16,0.345380352067863,True,1.0
10095,24,10,174.6445246,17,0.193424564620328,False,1.0
10103,34,4,31.06929242,15,0.0993668342549818,True,1.0
10113,27,19,106.5583041,11,0.202268391492391,True,1.0
10135,25,21,285.6217445,12,0.349018914421208,False,1.0
10137,26,14,38.35953437,13,0.151543435204622,True,1.0
10140,27,1,24.32094795,8,0.168215043199868,False,1.0
10142,35,7,208.6667182,12,0.144087979951805,True,1.0
10146,31,20,76.98652096,11,0.114500033945593,True,1.0
10167,53,3,107.8170529,16,0.11962701560245,True,1.0
10183,21,5,120.7793723,20,0.148719069505034,False,1.0
10193,18,6,222.735365,12,0.265308175825739,True,1.0
10203,34,18,222.6929824,11,0.143556302036512,False,1.0
10206,21,9,27.50305391,10,0.157107907701536,True,1.0
10217,28,17,100.9312267,8,0.118010548284188,False,1.0
10224,30,12,34.15043101,17,0.114018950520114,True,1.0
10225,29,4,211.8309492,10,0.165241603284355,True,1.0
10228,20,6,186.6850127,17,0.358025971268895,True,1.0
10230,27,12,157.245582,8,0.260502630994769,True,1.0
10247,19,10,61.69063654,20,0.22762669838517,True,1.0
10255,35,6,44.79860971,18,0.0820107695601968,False,1.0
10262,29,7,161.4389472,9,0.170236889051835,False,1.0
10271,30,18,174.6445246,17,0.18281849772,True,1.0
10283,18,6,66.06668352,18,0.176198764143014,False,1.0
10287,31,16,57.32800859,10,0.102575403410781,True,1.0
10291,30,16,174.6445246,10,0.157890098958861,True,1.0
10298,66,7,59.11189493,17,0.0234500973348062,True,1.0
10300,30,8,25.91743539,9,0.0943242630127135,True,1.0
10303,34,15,276.3355652,14,0.151121921882882,True,1.0
10310,51,3,178.2443114,18,0.10726760686136,False,1.0
10314,60,1,183.8950396,16,0.135608767844831,False,1.0
10323,54,1,123.0199289,15,0.0849698859032703,True,1.0
10328,38,15,210.189841,9,0.128114291350635,False,1.0
10330,41,4,38.77083633,17,0.0634487071312846,True,1.0
10350,19,8,210.189841,17,0.318060731439269,False,1.0
10357,53,2,275.0923407,9,0.119994479083407,True,1.0
10359,39,2,37.59594224,3,0.0841549735645993,False,1.0
10360,62,20,272.9669948,15,0.164837329331666,True,1.0
10378,31,2,24.01754355,11,0.11510001129141,True,1.0
10380,24,4,58.60474559,16,0.259033927260015,True,1.0
10381,22,8,36.54260314,11,0.189105794824598,True,1.0
10392,45,3,71.78834285,15,0.0824974053913951,True,1.0
10398,21,11,28.96459267,9,0.164032263671897,True,1.0
10399,46,1,137.8873343,9,0.127176766959634,False,1.0
10400,34,6,23.97168003,20,0.0576479756534498,True,1.0
10402,32,2,210.189841,12,0.200185499293686,False,1.0
10414,22,8,61.51657295,6,0.259154032368935,True,1.0
10438,27,20,139.2830008,8,0.247701033736183,True,1.0
10444,24,5,162.9324677,12,0.216435747657946,False,1.0
10450,42,18,148.4018477,16,0.124270169140411,True,1.0
10452,18,6,36.9071711,10,0.214125369157084,True,1.0
10475,25,1,91.28099321,20,0.193424564620328,True,1.0
10481,58,15,139.2056697,15,0.094078950706273,True,1.0
10486,19,6,138.5066713,7,0.301560975386176,False,1.0
10498,31,16,139.637282,7,0.133139642355301,True,1.0
10499,18,6,149.997808,12,0.318518997997485,True,1.0
10505,19,5,245.331155,11,0.407582327525918,True,1.0
10508,33,16,138.5066713,18,0.0916658841712158,True,1.0
10514,42,1,258.9237292,17,0.130653350435596,False,1.0
10521,50,2,68.9093508,8,0.0962621795350715,False,1.0
10534,20,7,132.7922667,10,0.345359863171035,True,1.0
10541,35,4,65.2951547,11,0.123468773459705,True,1.0
10564,24,3,106.5803023,10,0.134317465538967,False,1.0
10567,18,6,189.9730181,16,0.301131592217092,False,1.0
10577,29,14,59.11189493,5,0.118010548284188,True,1.0
10584,40,2,59.11189493,14,0.079921061599507,True,1.0
10586,24,9,112.4047945,13,0.263096690105121,False,1.0
10591,30,2,178.2443114,11,0.150315474974742,True,1.0
10598,33,12,23.21820596,11,0.0930019226052205,True,1.0
10607,21,14,270.7883545,11,0.384211511120901,True,1.0
10618,31,12,58.73427627,15,0.126444338155794,False,1.0
10631,51,2,184.4785165,11,0.164750912259586,True,1.0
10647,32,9,270.7883545,20,0.273371580913707,True,1.0
10655,26,1,65.2951547,8,0.257577797120944,False,1.0
10657,72,1,79.1594481,19,0.0273666866847211,True,1.0
10659,67,3,200.6565503,16,0.0950358239433947,True,1.0
10667,19,8,112.8034383,15,0.233660064434265,True,1.0
10673,25,4,99.6400095,9,0.299562629374705,False,1.0
10684,23,2,24.01754355,7,0.165466682191299,True,1.0
10689,20,8,64.53563007,19,0.206832148966589,True,1.0
10691,20,5,222.6929824,2,0.340939700150295,True,1.0
10692,42,2,91.54176264,9,0.0727521559357545,True,1.0
10716,64,1,160.3435748,16,0.0279558865228732,True,1.0
10721,19,8,240.0004036,4,0.276700524120436,True,1.0
10738,19,6,200.6565503,3,0.3795444194172,False,1.0
10757,25,5,128.5434648,8,0.269760595045906,True,1.0
10771,63,12,69.72819603,16,0.0445200172033997,True,1.0
10786,20,7,26.51332544,11,0.183924004834408,True,1.0
10787,47,2,148.3685156,19,0.0952433226375064,True,1.0
10793,45,13,29.43246223,20,0.0711959284759544,False,1.0
10796,37,4,88.95152383,10,0.13601150081192,True,1.0
10804,39,1,221.7063984,14,0.116216083211942,True,1.0
10806,27,14,276.9454965,10,0.290459421859653,False,1.0
10807,18,6,59.40378524,15,0.230888069098094,True,1.0
10838,31,2,139.2056697,19,0.177831006339304,True,1.0
10842,29,10,190.0515645,16,0.170043534463072,False,1.0
10844,52,16,284.2162652,18,0.112486860148335,True,1.0
10846,48,13,51.55500772,18,0.0690995658689976,False,1.0
10848,47,19,276.9950185,6,0.129787620651084,True,1.0
10849,29,8,147.9690558,18,0.165241603284355,True,1.0
10855,21,5,222.711392,14,0.423808326019259,True,1.0
10873,41,6,218.9832303,10,0.153374896204216,True,1.0
10889,29,3,99.6400095,16,0.183123383240655,True,1.0
10898,36,3,178.2443114,17,0.193601987082677,True,1.0
10901,56,3,240.0004036,4,0.132707412631731,True,1.0
10917,30,8,61.94412023,5,0.119247074318443,True,1.0
10918,51,2,65.3447011,12,0.0927888887998037,False,1.0
10920,37,9,248.5121203,16,0.198202652591475,True,1.0
10921,42,16,68.95196256,3,0.0950775709610856,False,1.0
10927,19,6,99.17167477,7,0.199387797082157,True,1.0
10930,35,9,232.9029787,8,0.187268735301708,False,1.0
10955,28,5,67.42478707,11,0.105916646376119,False,1.0
10964,28,9,201.6569069,19,0.26157163644691,False,1.0
10971,27,11,169.7885554,15,0.236103123086261,False,1.0
10978,40,8,78.33993486,11,0.0697576327469473,True,1.0
10987,56,1,25.14133101,4,0.0237573733635295,False,1.0
10990,51,10,66.06668352,11,0.0699473370537875,True,1.0
10997,26,11,18.23804646,10,0.175466383414122,True,1.0
11008,23,6,30.37476431,10,0.155987325123186,True,1.0
11009,24,13,58.81986821,4,0.226316691870883,True,1.0
11014,25,8,30.46244233,13,0.164825943464371,True,1.0
11026,53,1,123.969842,14,0.108449098724747,True,1.0
11029,37,17,77.68823268,8,0.0862916426414424,True,1.0
11032,19,6,284.2162652,15,0.362832239176106,True,1.0
11043,26,17,270.7883545,11,0.314593013125957,False,1.0
11059,27,19,68.9093508,6,0.169024726889142,True,1.0
11069,36,3,24.01925056,18,0.0615501798069721,False,1.0
11070,34,11,160.3435748,16,0.110668365283678,True,1.0
11077,22,8,182.367931,2,0.27943417342566,True,1.0
11078,27,5,91.55064058,16,0.155832840433585,False,1.0
11081,24,12,37.63520484,16,0.203134627035315,False,1.0
11087,22,7,68.85387998,18,0.168279104823821,True,1.0
11097,39,17,239.4551701,1,0.0800419728025488,False,1.0
11099,21,7,45.52113373,5,0.148719069505034,True,1.0
11103,53,2,239.4551701,8,0.0949797355833766,True,1.0
11122,18,6,23.12027888,14,0.169857525276889,True,1.0
11132,31,18,63.82886936,12,0.102575403410781,True,1.0
11136,19,8,253.6198858,9,0.384223634563668,False,1.0
11137,30,16,32.9239514,13,0.11686096462464,False,1.0
11145,24,12,167.9366556,18,0.214652901646984,True,1.0
11174,26,3,180.0831298,13,0.292368530274643,True,1.0
11186,55,21,66.69447337,8,0.0768958573259768,False,1.0
11189,58,1,114.1413271,15,0.0424593234532938,False,1.0
11201,35,12,184.4785165,18,0.178080237231247,True,1.0
11202,34,12,94.36462339,17,0.152416645823403,False,1.0
11212,28,7,275.2822626,11,0.240676514774444,True,1.0
11220,29,6,259.0040603,13,0.26319632440985,False,1.0
11237,28,15,99.43621052,12,0.18427492991085,True,1.0
11252,35,2,270.874006,13,0.160931762653726,True,1.0
11261,64,2,248.5121203,11,0.0516198040233806,True,1.0
11262,27,4,139.6062055,13,0.26213242835635,False,1.0
11270,31,8,68.39045202,17,0.157785680353091,True,1.0
11276,19,6,295.7970919,8,0.325264267247908,True,1.0
11278,47,14,66.12046108,10,0.0834702480836305,True,1.0
11280,49,2,222.6929824,14,0.141191242870861,True,1.0
11293,40,1,129.6690079,12,0.124275745706404,True,1.0
11296,26,17,201.6569069,16,0.232311373625919,True,1.0
11321,41,19,295.7970919,12,0.167394535148238,False,1.0
11330,30,1,238.240414,2,0.295433580539883,True,1.0
11333,39,20,141.0368682,17,0.16988116274575,False,1.0
11335,42,1,103.4727356,17,0.174993267643815,True,1.0
11337,20,4,43.18966881,11,0.274248992833492,True,1.0
11343,34,1,23.21820596,15,0.0557952442014517,True,1.0
11356,18,6,211.8309492,12,0.238218633898729,True,1.0
11365,27,15,26.51332544,6,0.131674883719573,False,1.0
11371,26,8,22.75483466,11,0.160584280308616,True,1.0
11380,22,16,66.06668352,9,0.180423827640153,True,1.0
11416,31,8,23.97168003,18,0.0866588453866456,True,1.0
11419,48,16,61.94412023,12,0.102233196990662,True,1.0
11426,32,19,162.9324677,4,0.203725311407513,True,1.0
11432,31,4,62.73514095,14,0.135239917841042,True,1.0
11434,57,2,253.6198858,13,0.123309462946614,True,1.0
11435,30,6,260.3601885,15,0.29090323289681,True,1.0
11444,49,19,76.50537468,15,0.064162011336628,True,1.0
11448,18,6,69.72819603,10,0.180423827640153,False,1.0
11452,28,21,57.32800859,6,0.132709293044432,False,1.0
11456,38,9,167.9366556,14,0.14390250240829,False,1.0
11465,48,5,139.637282,3,0.136502743209376,True,1.0
11472,43,1,186.6850127,18,0.11031305037726,True,1.0
11485,29,2,123.0199289,10,0.213122665343385,True,1.0
11492,19,5,148.4018477,13,0.307374147251924,False,1.0
11505,45,20,59.63322296,7,0.0702753716489712,True,1.0
11518,54,1,129.6690079,8,0.126077731969889,True,1.0
11519,30,5,129.4194752,15,0.170043534463072,True,1.0
11526,28,6,44.16537902,13,0.0999510260428123,True,1.0
11536,54,20,182.367931,7,0.0832336193040976,True,1.0
11563,18,6,270.7883545,18,0.295330496775288,True,1.0
11572,31,6,185.1345389,9,0.139335336185643,True,1.0
11573,27,6,88.29014956,10,0.190160050214046,True,1.0
11574,59,15,113.2248348,19,0.0667026938746125,False,1.0
11576,22,10,43.84379769,14,0.220278821825458,True,1.0
11608,71,1,216.4916013,7,0.0542092824608017,True,1.0
11617,25,18,30.5989837,14,0.192341271183671,False,1.0
11650,47,16,76.05272599,11,0.0878200162452937,True,1.0
11653,52,7,94.65751646,16,0.0259892318525102,False,1.0
11660,29,12,114.881582,13,0.161705252133079,True,1.0
11662,31,16,73.18307109,11,0.189721182503302,True,1.0
11667,40,17,67.42478707,1,0.0966770434772024,True,1.0
11674,43,12,222.2151274,12,0.107813720857043,True,1.0
11675,48,10,19.81848038,7,0.0223626290311862,True,1.0
11700,19,6,276.9950185,1,0.330494329380058,False,1.0
11703,18,6,284.1301175,7,0.362873759436384,True,1.0
11708,44,11,148.3685156,11,0.122014917267115,True,1.0
11712,30,2,259.0040603,16,0.214875377578993,True,1.0
11716,49,21,37.59594224,8,0.0279420870076105,True,1.0
11734,34,3,169.7885554,9,0.0989391580085323,True,1.0
11765,36,20,253.6198858,15,0.197440927655187,False,1.0
11766,71,17,57.32800859,11,0.0256981298505531,False,1.0
11776,41,13,248.5121203,14,0.194097601360493,False,1.0
11777,20,4,49.6329834,14,0.176198764143014,True,1.0
11784,35,1,76.05272599,18,0.101776197193545,False,1.0
11789,43,3,83.90453994,9,0.103405736522874,True,1.0
11790,58,20,232.9029787,15,0.164837329331666,True,1.0
11794,71,21,95.69355223,15,0.0859378033086141,True,1.0
11796,21,6,139.2056697,19,0.305741669537877,False,1.0
11799,45,10,157.245582,10,0.134079640938062,True,1.0
11814,24,4,162.9324677,10,0.262538986670083,False,1.0
11832,42,3,34.81202424,16,0.0720847467533594,True,1.0
11843,73,3,124.3443471,19,0.100207295452085,True,1.0
11848,20,7,222.6929824,5,0.264809254048771,False,1.0
11851,20,6,51.32331561,14,0.204898700288854,True,1.0
11854,18,6,23.12027888,19,0.197772543972759,False,1.0
11857,33,6,100.833778,13,0.0981495080099775,False,1.0
11860,41,1,77.73738533,6,0.133006862241202,True,1.0
11871,40,14,222.2151274,19,0.111079062056586,True,1.0
11897,49,11,34.15043101,19,0.0575632601656649,True,1.0
11906,26,17,59.40378524,3,0.162149481710601,False,1.0
11907,26,9,71.66099406,5,0.181387952653168,True,1.0
11909,49,1,190.0515645,13,0.152728768821068,True,1.0
11920,25,17,32.3065089,6,0.186342219850729,True,1.0
11923,57,12,100.3048589,8,0.0526464788848782,False,1.0
11927,44,18,90.21472555,18,0.0834702480836305,False,1.0
11930,20,6,178.2443114,18,0.38873003819338,True,1.0
11934,21,9,63.5211087,17,0.231484205945613,False,1.0
11941,55,18,251.432848,5,0.174124425466237,True,1.0
11942,56,1,183.8950396,11,0.110219649661958,False,1.0
11949,25,9,33.27619903,8,0.160584280308616,True,1.0
11974,23,15,225.1417422,15,0.285807738179866,True,1.0
11984,24,6,31.81625935,13,0.17558163893814,True,1.0
12000,29,6,260.3601885,16,0.205651280130049,False,1.0
12007,25,21,47.58194704,5,0.279921194409991,True,1.0
12010,18,6,210.189841,9,0.403134644948635,True,1.0
12016,18,6,123.0199289,8,0.212607211468918,False,1.0
12020,27,16,106.5583041,19,0.196555847167394,False,1.0
12043,59,3,222.711392,13,0.128734178281472,True,1.0
12044,62,2,171.3729361,10,0.105230583949181,True,1.0
12045,36,7,276.9454965,6,0.151121921882882,True,1.0
12068,23,8,99.6400095,10,0.226971151589541,True,1.0
12076,26,5,88.95152383,18,0.183568458268615,True,1.0
12090,25,9,99.6400095,12,0.284755917881232,True,1.0
12100,21,9,251.432848,6,0.272760921144879,False,1.0
12120,21,8,251.432848,18,0.343556121238258,True,1.0
12125,25,21,276.3355652,9,0.217229849674702,True,1.0
12142,33,19,79.1594481,10,0.0645668913446519,True,1.0
12150,60,4,166.5549379,13,0.0850333877454028,False,1.0
12164,46,1,212.4247054,14,0.129974453511171,False,1.0
12166,40,2,171.3729361,18,0.109410429866519,False,1.0
12167,51,1,34.81095528,12,0.0513037525804274,False,1.0
12178,45,18,201.3918071,20,0.0952433226375064,True,1.0
12183,33,20,181.4165594,15,0.115095623373826,True,1.0
12194,27,6,295.7970919,14,0.357192576179901,True,1.0
12200,18,6,73.18307109,1,0.288127051697246,True,1.0
12212,62,1,24.03270395,11,0.0540644685860655,True,1.0
12215,34,9,124.2334338,8,0.0946892605716619,True,1.0
12221,24,7,59.8409496,13,0.167509580446024,True,1.0
12258,23,7,124.2334338,11,0.216870414707742,False,1.0
12259,68,1,148.3685156,14,0.132365616602318,False,1.0
12262,43,9,59.70218923,11,0.0772366594393001,False,1.0
